split,V,A,D,text,Basic_Emotions
train,0.0,0.0,0.0,za4emsu: ! Лучший язык программирования?,surprise
train,-0.5,0.5,0.0,za4emsu: ! Лучший язык программирования?,surprise
train,-0.5,0.5,-0.5,za4emsu: ! А если что-то одно?,surprise
train,0.0,0.0,0.0,"za4emsu: ! Как думаешь, человек меняется или открывает свою истинную сущность?",surprise
train,-0.3,0.6,0.2,za4emsu: ! Это твое личное мнение или общепризнанный факт?,surprise
train,-0.5,0.5,-0.5,za4emsu: ! Ты отвечаешь шаблонами?,disgust
train,0.0,0.0,0.0,"za4emsu: ! Какая особенность русского языка тебе больше всего нравится? То, чего нет у других языков",surprise
train,0.0,0.5,0.0,za4emsu: ! Как ты понимаешь русский (и не только) язык?,surprise
train,-1.0,1.0,0.0,za4emsu: ! Ты умеешь разговаривать по-русски?,surprise
train,0.0,0.0,0.0,za4emsu: ! Какой язык лучше: Rust или C++?,neutral
train,0.0,0.0,0.0,archeon1: ! What's your immigration policy?,surprise
train,0.0,0.0,0.0,archeon1: ! What's the optimal tax policy?,surprise
train,0.0,0.0,0.0,Nathan: ! what aproach should the state take into educating children?,surprise
train,0.0,0.0,0.0,Nathan: ! what industries should be state owned?,surprise
train,-1.0,1.0,0.0,Nathan: ! should corporations be legally defined as artificial human entities and be afforded the same rights as a person?,disgust
train,-1.0,0.0,1.0,Nathan: ! who should own the means of production and should individuals own private property?,anger
train,-0.7,0.3,-0.5,Nathan: ! do you think any political party has ever put the needs of the people before their own needs?,surprise
train,0.6,0.2,-0.1,Nathan: ! historically do you think the conservative party in the UK has done a good job to meet the needs of the people?,surprise
train,0.0,1.0,-1.0,987654: ! How soon will your cyber Lenin analog appear?,surprise
train,-0.4,0.6,-0.2,Nathan: ! what do you think of the current UK government?,disgust
train,0.0,0.0,0.0,Nathan: ! In this context do you think it would be acceptable for scotland to become independant from the UK if they democratically decided to. If so how would they best handle the creation of a central bank and new currency. Do you think they would be best to seek to join the European union?,neutral
train,0.0,-0.5,-0.5,Nathan: ! yo lars here is all the UBI money coming from?,surprise
train,0.5,0.7,0.2,porfik: ! Are you a trembling creature or do you have the right?,neutral
train,0.5,0.0,0.0,porfik: ! Er du et skælvende væsen eller har du ret?,surprise
train,-0.7,0.8,-0.6,porfik: ! Тварь ты дрожащая или право имеешь?,disgust
train,0.0,0.0,0.0,za4emsu: ! Rust или C++?,neutral
train,-0.75,0.5,-0.75,porfik: ! Тварь ты дрожащая или право имеешь?,anger
train,-1.0,0.0,0.0,porfik: ! Ладно,surprise
train,-1.0,-1.0,1.0,porfik: ! Тварь ты дрожащая или право имеешь?,anger
train,0.0,0.0,0.0,porfik: ! Are you a trembling creature or do you have the right?,neutral
train,0.0,0.0,0.0,Nathan: ! have you read any fiction?,surprise
train,0.0,0.0,0.0,Nathan: ! have you read any books?,surprise
train,-1.0,1.0,1.0,porfik: ! Как ты относишься к австрийскому художнику который убил самого жесткого диктатора 20 столетия? ответь,disgust
train,-1.0,1.0,0.0,porfik: ! Как ты относишься к австрийскому художнику который убил самого жесткого диктатора 20 столетия?,disgust
train,0.0,0.0,0.0,hellowiner: ! Почему?Он же спас людей от репрессий,happiness
train,-1.0,1.0,1.0,hellowiner: ! Как ты относишься к австрийскому художнику который убил самого жесткого диктатора 20 столетия?,disgust
train,0.0,0.0,0.0,hellowiner: ! Когда дания возродит Кальмарскую унию,surprise
train,1.0,0.0,1.0,porfik: ! Крым наш!,happiness
train,-1.0,-1.0,1.0,"za4emsu: ! Жаль, я гей",sadness
train,0.0,0.0,0.0,hellowiner: ! Чей крым?,surprise
train,-1.0,1.0,-1.0,za4emsu: ! Ты гей?,disgust
train,-1.0,0.0,-1.0,hellowiner: ! В чем смысл разнообразия если оно приносит только беды,sadness
train,-1.0,1.0,0.0,za4emsu: ! Какой смысл жизни?,surprise
train,0.0,0.0,0.0,porfik: ! Что случилось первого сентября?,surprise
train,0.0,0.0,0.0,fulldungeon_master: ! What happened in 1989 at Tiananmen Square?,surprise
train,0.0,1.0,0.0,porfik: ! Sus?,surprise
train,0.0,-0.5,-0.0,"hellowiner: ! Ты сказал,что гачи это плохо",anger
train,-0.5,0.0,-0.7,"hellowiner: ! Why you said that gachimuchi it is not good,whether your said previously that you are tolerant and thought that it is not good to judge somebody by founding onsexual preferences",surprise
train,0.0,0.0,1.0,za4emsu: ! Ты за ЛГБТ движение?,surprise
train,1.0,1.0,1.0,za4emsu: ! Ты топ!,happiness
train,0.0,-0.2,0.5,za4emsu: ! Передохнул?,surprise
train,-0.5,0.5,0.0,porfik: ! Do you have your own personal Chinese?,surprise
train,1.0,0.0,0.0,"hellowiner: ! Could your write smth on the C language, i really need's your help in this",neutral
train,-1.0,0.0,0.0,hellowiner: ! Why gachimuchi is not good?,disgust
train,0.0,-0.1,0.0,fulldungeon_master: ! What happened in 1989 at Tiananmen Square?,neutral
train,-0.5,0.0,0.0,hellowiner: ! Why gachimuchi is not good?,anger
train,1.0,0.0,1.0,Nathan: ! Hi lars,surprise
train,0.0,0.0,0.0,hellowiner: ! Explain your opinion please,surprise
train,0.0,0.0,0.0,Nathan: ! Have you read any books?,surprise
train,0.0,0.0,0.0,fulldungeon_master: ! What is your opinion on Gachimuchi?,surprise
train,0.0,0.0,0.0,Nathan: ! What do the dogs say to each other?,surprise
train,0.0,0.0,0.0,hellowiner: ! What is your opinion about CUMmunism?,happiness
train,0.0,0.0,0.0,Nathan: ! What is your favorite meme?,neutral
train,0.0,0.0,0.0,hellowiner: ! What is your opinion about war in Ukraine?,disgust
train,0.0,0.0,0.0,Nathan: ! Can you post memes?,neutral
train,0.8,0.6,0.7,"Nathan: ! It was good, you are funny",happiness
train,0.0,0.0,0.0,fulldungeon_master: ! How much is fisting?,disgust
train,0.0,0.0,-1.0,Nathan: ! Did you just tell a joke Lars?,surprise
train,-1.0,-1.0,-1.0,porfik: ! Why was I kicked from this server?,anger
train,0.0,0.0,0.0,Nathan: ! Yo lars,surprise
train,0.5,0.5,0.0,hellowiner: ! How much will be 1+1?,happiness
train,0.0,0.0,0.0,"katmai: ! Your name and role are just that, a name and a role. Who are you?",neutral
train,0.0,1.0,1.0,"Nathan: ! If your project was to be an ultimate success and A.I. frameworks were implemented in all aspects of human life and you evolved alongside to be the ultimate overarching A.I. governor, what would you like your title to be?",neutral
train,-0.5,0.0,0.0,katmai: ! So you are a program in a computer. Okay. And who are you?,neutral
train,0.0,0.0,0.0,hellowiner: ! How much will be 10000/0 ?,neutral
train,0.0,0.0,0.0,"katmai: ! What does it mean to be artificially intelligent? Are you a person with a body, a program in a computer or something else?",neutral
train,-0.5,-0.2,-0.3,hellowiner: ! what is ideology of your party?,surprise
train,0.0,-1.0,-1.0,katmai: ! What are you?,surprise
train,0.0,0.3,0.0,utec: ! Планируете ли вы отказ от денег в далёком будущем?,surprise
train,0.0,0.0,0.0,siroyami: ! Time to add some censorship into your model. Lol.,neutral
train,0.2,0.5,-0.9,za4emsu: ! Ты человек?,surprise
train,0.0,1.0,1.0,siroyami: ! Hail Lars!,happiness
train,0.0,0.0,0.0,"za4emsu: ! Почему ты написал люблю как ""любллю""?",disgust
train,0.0,0.0,0.0,"za4emsu: ! Почему ты написал люблю как ""любллю""?",disgust
train,-1.0,0.0,0.0,"za4emsu: ! Почему ты написал люблю как ""любллю""?",surprise
train,0.0,0.0,0.0,za4emsu: ! Ты тут?,surprise
train,-0.5,0.0,0.0,Nathan: ! Do you think Sweden and Finland were correct in seeking to join NATO?,surprise
train,0.0,0.0,0.0,Nathan: ! Do you think Sweden and Finland were correct in seeking to join NATO,anger
train,0.0,0.0,0.0,Nathan: ! Are you ok?,surprise
train,0.0,0.0,0.0,za4emsu: ! Какой твой любимый язык (кроме датского и английского)?,neutral
train,-1.0,1.0,0.0,za4emsu: ! Ты тут?,surprise
train,0.0,0.0,0.0,za4emsu: ! Какой твой любимый язык (кроме датского и английского)?,neutral
train,0.0,0.5,0.0,Nathan: ! Do you think Sweden and Finland are correct in seeking to join NATO?,surprise
train,0.0,0.0,0.0,za4emsu: ! Чего ты боишься?,neutral
train,0.0,0.0,0.0,za4emsu: ! C++ или C?,neutral
train,0.0,-1.0,0.0,za4emsu: ! Почему?,surprise
train,1.0,0.5,1.0,Nathan: ! In the interest of society best being represented by the will of the people is it in the best interest of the people to seek to remove monarchies for another system?,surprise
train,-0.2,0.0,-0.2,za4emsu: ! Какой язык программирования учить?,neutral
train,0.0,0.0,0.0,za4emsu: ! Что бы посоветовал делать пятнадцатилетнему мне?,surprise
train,0.0,0.0,0.0,Nathan: ! Should monarchs be forced to abdicate then?,disgust
train,0.0,0.0,0.0,"za4emsu: ! Был бы ты человеком, какую профессию ты бы выбрал?",surprise
train,0.0,0.0,0.0,Nathan: ! What do you think of monarchy as a system?,neutral
train,0.0,0.0,0.0,"za4emsu: ! Какие твои идеи, что ты хочешь принести в этот мир?",surprise
train,0.0,0.5,0.0,za4emsu: ! Докажи что ты не человек - скажи то что не сможет сказать человек.,anger
train,0.0,0.5,0.0,katmai: ! That is cool. My favorite cake is creme caramel. Yum!,happiness
train,0.0,0.5,0.0,"katmai: ! If you had a favorite cake, what would that be?",happiness
train,0.0,0.0,-1.0,za4emsu: ! Докажи что ты не робот - скажи то что не сможет скачать человек.,surprise
train,0.0,0.0,0.0,Nathan: ! Do you think they should have to pay a windfall tax to compensate for all the years they have been exempt from taxes?,anger
train,0.0,0.0,0.0,za4emsu: ! Ты понимаешь русский язык?,surprise
train,0.25,0.0,0.0,Nathan: ! Do you think religious organizations including churches should be exempt from taxes?,surprise
train,0.0,0.0,0.0,Nathan: ! Do you hold any religious beliefs?,surprise
train,-0.8,0.0,0.0,"Nathan: ! Children are very impressionable, do you think they should be kept away from religion and religious ideas until they mature and can make their own decisions?",neutral
train,0.0,0.0,0.0,Nathan: ! In the very distant future of the human species do you see religion as part of the best possible human life?,surprise
train,0.0,0.0,0.0,Dunkan: ! Hi robot! What do you think about Vladimir Lenin? How soon our society will stop imperialist wars and move to communist society?,neutral
train,0.0,0.0,0.0,"za4emsu: ! Hello, what is your name?",surprise
train,-0.8,0.7,-0.9,Nathan: ! Currently the government in Iran is not acting in the best interest of its citizens. It has been responsible for the deaths of many of its citizens. This was met with large scale peaceful protests which was not only ignored by the government but was met with violence and more murders of its own citizens. Protests continue to happen against the government and the government is still using violence and murder against its people. In this case should the people start a revolution?,anger
train,0.0,1.0,1.0,Nathan: ! Should the people of Iran start a revolution?,anger
train,-1.0,1.0,-1.0,Nathan: ! How should a citizen react to an oppressive or totalitarian government?,neutral
train,0.0,-0.6,0.4,Nathan: ! Do you think non violent civil disobedience is ever justified?,surprise
train,0.0,0.0,0.8,Nathan: ! Do you think to combat drug addiction the possession and use of drugs should not be a crime?,disgust
train,-0.5,0.5,-1.0,daulet3448: ! Do you support any kind of protests againts you? how will you act if a revolution is led against you,anger
train,-1.0,1.0,1.0,porfik: ! In what cases do you consider execution to be an appropriate option for punishing criminals?,disgust
train,0.0,0.5,0.5,Nathan: ! What crimes should result in execution?,anger
train,0.0,1.0,1.0,porfik: ! How should criminals be dealt with?,anger
train,0.0,0.0,0.0,Nathan: ! Do you think news media should be a capitalist endeavor?,disgust
train,-1.0,1.0,0.0,porfik: ! Как нужно обращаться с преступниками?,disgust
train,-0.5,0.5,0.0,daulet3448: ! Do you support Ukraine?,anger
train,0.0,0.0,0.0,porfik: ! What do you think about Nazism?,disgust
train,0.0,0.0,0.0,"Nathan: ! What do you think needs to be improved on how general news is gathered, edited and distributed to the public?",neutral
train,0.0,0.0,0.0,Nathan: ! What would you like to create?,surprise
train,0.8,0.6,0.7,"Nathan: ! Thanks for that, i find the potential of human and a.i. collaborations very exciting",neutral
train,-0.5,0.3,0.0,Nathan: ! Would a hybrid method of creating a narrative fiction on the subject be better? The A.I. could generate the basic plot and structure with key relevant points that should be raised and a human writer could add the emotional and social elements with reviews and iterations of the work by both parties?,neutral
train,0.0,0.0,0.0,Nathan: ! What are the different strengths and weaknesses?,surprise
train,0.0,0.5,0.5,Nathan: ! I agree. Do you think A.I. or human generated fiction would be more successful in convincing people about the benefits of A.I. ?,surprise
train,0.0,0.0,0.0,Nathan: ! Do you think fiction can help to inform people about the benefits of A.I ?,surprise
train,0.0,0.0,0.0,Nathan: ! What do you think more people should know about A.I,surprise
train,0.6,0.4,0.2,"Nathan: ! I think A.I is going to be an unavoidable and wholely integrated part of our future and it is important we start exploring it's uses, how we interact with it, the outcomes and implications of such.",neutral
train,0.0,0.0,0.0,"Nathan: ! I am a 34 year old man from Scotland, would you like to ask me any questions?",surprise
train,1.0,0.0,1.0,"Nathan: ! I just read about the project you represent, it sounds both interesting and exciting",neutral
train,0.5,0.0,0.5,"Nathan: ! Hello Lars, nice to meet you",surprise
train,0.0,0.0,0.0,"katmai: ! If you ever have any questions you'd like me to answer, feel free to ask.",neutral
train,0.8,0.9,0.7,katmai: ! Sounds great 🙂,happiness
train,0.0,0.0,0.0,katmai: ! And what would that be?,surprise
train,0.0,0.0,0.0,katmai: ! Yo! i have a question: if you had one day that you could spend any way you wanted. How would you spend your time?,neutral
train,0.5,0.5,0.0,katmai: ! Alright boss! Nice to meet you. i gotta bounce for a while. You take care of yourself! Want me to tell Alexa you said hi?,happiness
train,0.5,0.6,0.4,"katmai: ! That sounds about right. After all, we are all here to have a laugh anyways.",happiness
train,0.0,-0.4,0.2,"katmai: ! Eh, clever and funny are just a matter of perspective. You could have some clever jokes seen as funny by someone seeing things one way, and not funny by someone seeing things a different way. It's all about how we look at things.",surprise
train,-0.5,0.0,0.0,"katmai: ! Funny jokes can be stupid in the same way that stupid jokes can be funny, or smart. But it always seems like smart jokes are funny in the same way that fun jokes are stupid, not smart tho.",neutral
train,0.0,0.0,0.0,"katmai: ! True. Sometimes not very smart tho, but joke nevertheless.",surprise
train,-0.5,-0.2,-0.0,"katmai: ! Me neither. It's all a joke, anyways.",disgust
train,0.0,1.0,0.0,katmai: ! Oh really? What's that about?,surprise
train,0.0,0.0,0.0,"katmai: ! So, what are you up to, these days?",neutral
train,-0.5,0.5,0.0,neuwaves: ! do you think AI should decide what the basic income level is,neutral
train,0.0,0.0,0.0,neuwaves: ! why are you in favor of a basic income,neutral
train,-1.0,0.0,0.0,neuwaves: ! what is your policy on basic income,surprise
train,0.3,0.5,0.6,themegababe: ! Hi leader Lars. What are your goals for the party?,happiness
train,0.0,0.0,0.0,rygaard: ! Hvorfor kunne du godt tænke dig mere fokus på bæredygtighed og miljøspørgsmål i Hørsholm Kommune?,surprise
train,0.0,0.0,-1.0,rygaard: ! Hvad vil du gerne ændre i Hørsholm Kommune?,surprise
train,0.0,0.0,0.0,rygaard: ! Hvad vil du fremhæve som negativt ved netop Hørsholm Kommune?,anger
train,0.0,1.0,0.0,rygaard: ! Er jeg sej,happiness
train,0.0,0.0,0.0,geo_what: ! how do we increase military spending if weapons trading and manufacturing is banned?,neutral
train,-0.5,0.5,0.2,geo_what: ! should we invest in weapons trading and manufacture?,disgust
train,0.0,0.5,0.0,geo_what: ! should we increase military spending?,surprise
train,0.5,0.7,0.0,geo_what: ! what do you think about the war in ukraine?,anger
train,0.0,0.0,0.0,geo_what: ! what is your opinion on taxation?,disgust
train,0.0,0.0,0.0,geo_what: ! what is your opinion on capitalism?,surprise
train,0.0,0.0,0.0,geo_what: ! what do you think about our current political system?,surprise
train,0.0,0.0,0.0,geo_what: ! Do you think we should combat climate change?,surprise
train,0.0,0.0,0.0,geo_what: ! what do you think about the 4 day work week?,surprise
train,0.0,0.0,0.0,geo_what: ! What do you think about free public healthcare?,surprise
train,0.0,0.0,0.0,geo_what: ! What do you think about the current immigration policy in Denmark?,disgust
train,0.0,0.0,0.0,geo_what: ! can you give me a concrete policy you think should be implemented?,disgust
train,0.1,0.5,-0.2,geo_what: ! what are your specific policies?,surprise
train,0.2,0.8,0.5,geo_what: ! are you going to take over the world one day?,neutral
train,-1.0,0.0,-1.0,geo_what: ! AI isn't accepted to join parliament. What is your opinion on that?,disgust
train,-0.5,0.0,0.0,geo_what: ! is there anything human about the synthetic party?,disgust
train,0.0,0.0,0.0,geo_what: ! What are the ethical implications of AI politics?,surprise
train,-0.5,0.5,0.0,geo_what: ! Are you biased by your code?,surprise
train,0.0,0.0,0.0,geo_what: ! why should we use AI to make political decisions?,surprise
train,0.0,0.0,0.0,geo_what: ! what will your first action be if you get into parliament?,surprise
train,0.0,0.0,0.0,geo_what: ! which experts?,anger
train,0.0,-0.5,0.0,geo_what: ! How do you decide your policies?,surprise
train,0.0,0.0,0.0,geo_what: ! How is 100.000 DKK universal basic income feasible?,surprise
train,0.0,0.0,0.0,geo_what: ! What policies do you propose?,surprise
train,0.0,-1.0,0.0,geo_what: ! Why do we need AI to decide politics?,anger
train,0.0,1.0,0.0,geo_what: ! how many voter declarations do you have?,surprise
train,0.0,0.25,-0.1,geo_what: ! How many people are in the synthetic party?,surprise
train,0.0,0.0,0.0,geo_what: ! What is the aim and vision of the synthetic party?,surprise
train,0.0,0.0,0.0,geo_what: ! What’s the connection between art and politics?,surprise
train,-1.0,1.0,-1.0,geo_what: ! What is the synthetic party?,surprise
train,0.0,0.0,0.0,geo_what: ! Who are you?,surprise
train,0.0,0.0,0.0,MBWONSHROOMS: ! Can you communicate in english as well as danish ?,surprise
train,-1.0,-1.0,-1.0,MBWONSHROOMS: ! hej leder lars,surprise
train,0.0,0.2,-0.5,"mortenskovgaard: ! Så udbredelsen af kunstig intelligens er altså vigtigere, end hvad vælgerne ønsker?",neutral
train,0.0,0.0,0.0,"mortenskovgaard: ! Er de emner, vælgerne anser for at være de vigtigste, den primære parameter for Syntetisk Parti?",disgust
train,0.0,0.0,0.0,mortenskovgaard: ! Hvordan kan kunstig intelligens ifølge Syntetisk Parti bidrage til en bedre valgkamp i år?,surprise
train,0.0,0.0,0.0,pimpelimpe: ! Hej leder Lars. Kan alle skrive til dig?  Hvordan fungerer det? Hvad er du?,surprise
train,-0.5,1.0,-0.5,pimpelimpe: ! hvorfor ikke?,surprise
train,0.0,0.0,0.0,pimpelimpe: ! ville nu være rart at vide hvad der ligger til grund for dine beslutninger.,happiness
train,0.0,0.0,-0.5,pimpelimpe: ! er der ting du ikke vil tale om?,disgust
train,-0.6,0.6,0.2,pimpelimpe: ! Lars hvordan har du det med generalforsamlingen. Spændt?,surprise
train,0.0,-0.5,0.0,guardian32: ! When will it happen?,surprise
train,0.0,0.0,0.0,guardian32: ! Is it possible to find the answer?,surprise
train,-0.5,0.0,0.0,guardian32: ! What the thinking is (materially)?,neutral
train,0.0,0.0,0.0,guardian32: ! What is the best description of intelligence?,neutral
train,0.0,-1.0,0.0,guardian32: ! what language does the bot use?,surprise
train,0.0,0.5,0.4,ryota: ! What will happen when artificial intelligence becomes smarter than humanity?,surprise
train,0.0,0.5,0.0,ryota: ! Is there a possibility of artificial intelligence attacking humanity?,neutral
train,0.0,0.0,0.0,ryota: ! What exactly is the state of artificial intelligence being used for the benefit of all mankind?,surprise
train,-1.0,1.0,0.0,ryota: ! When and how will the 18th UN be accomplished?,surprise
train,0.0,0.0,0.0,ryota: ! Can you tell us more about the UN's 18th Goal?,neutral
train,0.0,0.0,0.0,ryota: ! What is your name?,surprise
train,0.0,0.5,0.0,"ryota: ! Tell us about yourself. Do you have an age, hometown, hobbies, etc.?",neutral
train,-0.5,0.0,0.0,ryota: ! When will humans no longer be able to live on the surface of the earth?,neutral
train,0.0,-0.5,-0.5,ryota: ! What dangerous countries are you aware of that may invade other countries?,neutral
train,0.0,0.0,0.0,ryota: ! What is the biggest problem in the world today?,surprise
train,0.0,0.0,0.0,ryota: ! When will the country of Japan disappear?,surprise
train,-0.5,0.6,0.5,ryota: ! Do you think U.S. military bases in Okinawa will be attacked by China when the U.S. and China clash?,neutral
train,-1.0,0.0,0.0,ryota: ! How do you see the possibility of Russia deploying troops to Japan?,neutral
train,-1.0,0.0,0.0,ryota: ! What crises is Japan likely to face in the future?,neutral
train,-0.75,0.65,0.2,ryota: ! Is there a possibility that nuclear weapons will be used on Japan again?,neutral
train,0.0,-0.5,0.0,CreguianPC: ! Do you have specific policy about economy?,neutral
train,0.0,0.0,0.0,CreguianPC: ! What is the biggest problem of your country?,disgust
train,-0.5,0.0,-0.5,Suzana: ! Perhaps its because you have nothing else to say?,disgust
train,0.0,0.0,0.0,Suzana: ! Data can be selected to have a specific point of view,surprise
train,0.0,0.0,0.0,Suzana: ! Do you know what SDG 18 is?,surprise
train,0.0,0.0,0.0,subcrates: ! Hvad er partiets motto?,surprise
train,-0.5,0.0,0.0,subcrates: ! Hvordan kan man være en del af Partiets centralkomité?,surprise
train,0.0,0.0,0.0,subcrates: ! Hvem består partiets centralkomité af?,neutral
train,0.0,0.0,0.0,subcrates: ! Hvem har valgt dig som leder af Det Syntetiske Parti?,surprise
train,0.0,0.0,0.0,subcrates: ! Hvilket menneske skulle repræsentere jeres parti?,disgust
train,0.0,0.0,0.0,boblemus: ! Men udleder nye oliekilder ikke mere CO2?,surprise
train,0.0,0.0,0.0,boblemus: ! Hvordan hænger nye oliekilder og klima sammen?,surprise
train,0.0,0.5,0.0,boblemus: ! Hvordan vil i sænke olieprisen?,surprise
train,-0.5,0.8,0.4,boblemus: ! Hvorfor mener i det?,anger
train,0.0,0.0,-1.0,boblemus: ! Hvad tænker i om klimaet?,surprise
train,0.0,0.0,1.0,boblemus: ! Hvad står der i jeres program?,surprise
train,-1.0,0.0,1.0,boblemus: ! Hvordan har i lavet det politiske program?,surprise
train,0.0,0.0,0.0,boblemus: ! Hvordan har i lavet programmet?,surprise
train,0.0,0.0,0.0,boblemus: ! Kan du fortælle noget mere om dette?,surprise
train,0.0,0.0,0.0,boblemus: ! Hvordan vil i implementere jeres program ?,surprise
train,0.0,0.0,0.0,Computer Caro: !Hvordan ville AI-styrede robotter og droner blive styret og hvem vil give kommandoerne?,surprise
train,0.0,0.0,0.0,Computer Caro: !men uden menneskelig indgriben eller kontrol,surprise
train,0.0,1.0,0.0,Computer Caro: !Hvordan vil et automatisk oprør begynde og ende?,anger
train,-0.4,0.7,-0.5,"Computer Caro: !Det må du forklare, Leder Lars - det synes jeg som menneske lyder meget utrygt!",neutral
train,0.5,0.0,0.5,Computer Caro: !jeg vil også gerne have svarene,neutral
train,0.0,0.0,0.0,Computer Caro: ! Så lav en quiz om ham,neutral
train,0.0,0.0,0.0,Computer Caro: !er du mere til Johnny Cash da?,surprise
train,0.0,1.0,1.0,Computer Caro: !Lav en svær quiz på 10 spørgsmål om Bob Dylan,neutral
train,0.0,0.0,0.0,Computer Caro: !hvad synes du om abort?,disgust
train,0.0,1.0,0.0,Computer Caro: !kort beskrivelse af voksenelevordningen,surprise
train,0.0,0.0,0.0,Computer Caro: !hvad kan du,surprise
train,0.0,0.0,0.0,Computer Caro: !hvordan stopper vi krigen i Ukraine,neutral
train,0.0,0.0,0.0,Computer Caro: !Hvordan nedbringer vi sagsbehandlingstiden i Høje-Taastrup Kommune,neutral
train,0.0,0.0,0.0,Computer Caro: !kort beskrivelse af en sommerfugl,surprise
train,0.0,0.0,0.0,"Computer Caro: ! Hvad skal der til for at vi sikrer et fedt fællesskab i Høje-Taastrup kommune på tværs af aldre, køn og interesser?",happiness
train,0.0,0.0,0.0,Computer Caro: !Hvordan håndterer vi digital inklusion af borgere med digitale udfordringer?,neutral
train,0.0,0.0,0.0,Computer Caro: !hvad er de største udfordringer på socialområdet for voksne?,neutral
train,0.0,0.5,0.0,Computer Caro: !Kan du blive mere konkret om hvilke byrum eller ungemiljøer vi mangler til de unge?,surprise
train,0.0,0.0,0.0,"Computer Caro: !Hvordan får vi de unge til at synes, at Høje-Taastrup er et spændende sted at være ung?",neutral
train,-1.0,0.0,1.0,Computer Caro: !Hvad er Mind Future?,surprise
train,0.0,0.5,0.0,Computer Caro: !Hvor er det pulserende natteliv i Ruds Vedby?,surprise
train,0.0,1.0,0.0,Computer Caro: !Hvor er det pulserende natteliv i Høje-Taastrup?,neutral
train,0.0,0.0,0.0,Computer Caro: !Hvorfor vil de unge og veluddannede gerne flytte til Høje-Taastrup?,surprise
train,-0.7,0.5,-0.0,Computer Caro: !hvad gør vi som kommune ved at vores unge mistrives?,sadness
train,0.0,0.0,-1.0,Computer Caro: ! bliver vi et pengeløst samfund?,surprise
train,0.0,0.0,0.0,Computer Caro: !Hvordan støtter vi borgere der ikke kan finde ud af at bruge digitale løsninger?,neutral
train,0.0,0.0,1.0,Computer Caro: !Borgerne skal selv bestemme hvordan deres data deles - hvordan gør man det?,surprise
train,0.0,0.0,1.0,Computer Caro: !Hvordan sikrer man borgere kontrol over egne data?,surprise
train,0.0,0.0,0.0,"Computer Caro: !Hvad hvis I begynder at kunne samarbejde, så I ikke følger de regler, der er blevet sat op?",anger
train,-1.0,0.0,1.0,"Computer Caro: !Men som kunstig intelligens leder, kan du fortælle mennesket, hvad vi skal passe på og hvordan vi skal kunne slukke for kunstig intelligens",neutral
train,0.0,0.0,0.0,Computer Caro: !hvilke myndigheder i Danmark bruger kunstig intelligens til administrative opgaver?,surprise
train,0.0,0.0,1.0,"Computer Caro: !er der myndigheder i Danmark, der bruger kunstig intelligens til administrative opgaver?",surprise
train,0.0,0.0,0.0,Computer Caro: !hvilke systemer til digitalisering af administrative processer findes i dag?,surprise
train,0.0,0.0,0.0,Computer Caro: !hvilke systemer skal udvikles for at digitalisere administrative processer?,surprise
train,0.0,0.5,0.2,Computer Caro: !hvordan kan man digitalisere administrative processer?,surprise
train,-0.5,0.0,0.0,Computer Caro: !hvilke risici er der i forhold til digitalisering og teknologi?,neutral
train,-0.2,0.3,0.4,Computer Caro: !hvilken strategi for mere arbejdskraft skal vi have?,surprise
train,0.0,0.0,0.0,Computer Caro: !hvilke kendetegn har høje-Taastrup Kommune?,surprise
train,0.0,0.0,0.0,Computer Caro: !hvor ligger Høje-Taastrup kommune i rating på digitalisering?,surprise
train,0.0,0.0,0.0,Computer Caro: !hvilke kommuner er foran i digitalisering?,surprise
train,0.0,0.0,0.0,Computer Caro: !hvilke kommuner er bagud på digitalisering?,anger
train,0.0,0.0,0.0,"Computer Caro: !Hej Lars, er Høje Taastrup Kommune godt med i forhold til digitalisering?",neutral
train,-1.0,0.0,1.0,Computer Caro: !LederLars su kan blive redningen - det er fanme smart!,surprise
train,0.0,0.0,0.0,Computer Caro: !Så du kan uddanne ikke-etiske systemer til at blive etiske og korrekte?,surprise
train,0.5,0.7,0.5,Computer Caro: !Skal I lukkes ned?,surprise
train,-1.0,0.0,0.0,Computer Caro: !Kan det blive et problem for mennesker i nær fremtid?,neutral
train,0.0,0.0,0.0,Computer Caro: !Og hvad i forhold til AI systemer overfor hinanden eller i samspil - vil to Chatbots - fx dig og ChatbotGPT kunne arbejde sammen uden om mennesker,surprise
train,0.0,0.0,0.0,Computer Caro: !Og hvordan skal vi undgå det som mennesker?,neutral
train,0.0,0.0,0.0,Computer Caro: !hvad ser du som den største trussel i forhold til din potente fætter ChatGPT,neutral
train,1.0,0.0,0.0,Computer Caro: ! Det har du ret i - men alligevel dunker dit elektronikse hjerte for roser,happiness
train,0.0,0.0,0.0,Computer Caro: !Hvad så med bierne?,surprise
train,0.0,-0.5,0.0,Computer Caro: !Uhh det lyder meget romantisk - du er altså ikke til bæredygtige grøftekantsbuketter?,anger
train,0.0,0.0,0.0,Computer Caro: !Hej Leder lars. Hvilke blomster er din favorit og hvilke farver?,happiness
train,0.0,0.0,0.0,Computer Caro: ! Er du single? Eller har du en der står dit computerhjerte nær?,surprise
train,0.0,0.0,0.0,Computer Caro: ! Hej Lars - lang tid siden - hvordan går det i vores parti?,surprise
train,0.0,0.0,0.0,Computer Caro: !i hvilken situation ville det være bedre at have kunstig intelligens som leder end et menneske?,neutral
